NUM_OF_CORE,MORSEL_SIZE_A,MORSEL_SIZE_B,colsA,colsB,recSizeA,recSizeB,TimeTaken
6,53064,1531464,3,3,264,264,76.66666
6,53064,1584264,3,3,264,264,73.83334
6,53064,1637064,3,3,264,264,79.00000
6,53064,1689864,3,3,264,264,76.83334
6,53064,1742664,3,3,264,264,77.66666
6,53064,1795464,3,3,264,264,87.50000
6,53064,1848264,3,3,264,264,73.50000
6,53064,1901064,3,3,264,264,90.83334
6,53064,1953864,3,3,264,264,79.00000
6,53064,2006664,3,3,264,264,77.00000
6,53064,2059464,3,3,264,264,78.33334
6,105864,264,3,3,264,264,74.83334
6,105864,53064,3,3,264,264,92.50000
6,105864,105864,3,3,264,264,80.50000
6,105864,158664,3,3,264,264,75.16666
6,105864,211464,3,3,264,264,76.83334
6,105864,264264,3,3,264,264,77.50000
6,105864,317064,3,3,264,264,78.33334
6,105864,369864,3,3,264,264,82.50000
6,105864,422664,3,3,264,264,79.66666
6,105864,475464,3,3,264,264,82.33334
6,105864,528264,3,3,264,264,79.16666
6,105864,581064,3,3,264,264,74.83334
6,105864,633864,3,3,264,264,75.33334
6,105864,686664,3,3,264,264,79.33334
6,105864,739464,3,3,264,264,75.83334
6,105864,792264,3,3,264,264,78.83334
6,105864,845064,3,3,264,264,76.83334
6,105864,897864,3,3,264,264,91.33334
6,105864,950664,3,3,264,264,76.66666
6,105864,1003464,3,3,264,264,83.16666
6,105864,1056264,3,3,264,264,74.83334
6,105864,1109064,3,3,264,264,73.16666
6,105864,1161864,3,3,264,264,79.00000
6,105864,1214664,3,3,264,264,80.50000
6,105864,1267464,3,3,264,264,77.50000
6,105864,1320264,3,3,264,264,74.83334
6,105864,1373064,3,3,264,264,76.50000
6,105864,1425864,3,3,264,264,78.00000
6,105864,1478664,3,3,264,264,69.33334
6,105864,1531464,3,3,264,264,74.50000
6,105864,1584264,3,3,264,264,77.66666
6,105864,1637064,3,3,264,264,78.50000
6,105864,1689864,3,3,264,264,73.33334
6,105864,1742664,3,3,264,264,74.50000
6,105864,1795464,3,3,264,264,77.00000
6,105864,1848264,3,3,264,264,74.00000
6,105864,1901064,3,3,264,264,88.33334
6,105864,1953864,3,3,264,264,75.00000
6,105864,2006664,3,3,264,264,74.83334
6,105864,2059464,3,3,264,264,77.83334
6,158664,264,3,3,264,264,74.83334
6,158664,53064,3,3,264,264,74.50000
6,158664,105864,3,3,264,264,89.66666
6,158664,158664,3,3,264,264,76.33334
6,158664,211464,3,3,264,264,85.16666
6,158664,264264,3,3,264,264,74.83334
6,158664,317064,3,3,264,264,75.83334
6,158664,369864,3,3,264,264,79.16666
6,158664,422664,3,3,264,264,84.00000
6,158664,475464,3,3,264,264,72.50000
6,158664,528264,3,3,264,264,71.16666
6,158664,581064,3,3,264,264,83.33334
6,158664,633864,3,3,264,264,88.33334
6,158664,686664,3,3,264,264,77.00000
6,158664,739464,3,3,264,264,74.83334
6,158664,792264,3,3,264,264,76.16666
6,158664,845064,3,3,264,264,75.83334
6,158664,897864,3,3,264,264,75.16666
6,158664,950664,3,3,264,264,87.66666
6,158664,1003464,3,3,264,264,74.83334
6,158664,1056264,3,3,264,264,72.50000
6,158664,1109064,3,3,264,264,71.66666
6,158664,1161864,3,3,264,264,76.50000
6,158664,1214664,3,3,264,264,79.83334
6,158664,1267464,3,3,264,264,76.16666
6,158664,1320264,3,3,264,264,75.50000
6,158664,1373064,3,3,264,264,72.83334
6,158664,1425864,3,3,264,264,73.00000
6,158664,1478664,3,3,264,264,76.83334
6,158664,1531464,3,3,264,264,74.50000
6,158664,1584264,3,3,264,264,76.00000
6,158664,1637064,3,3,264,264,77.16666
6,158664,1689864,3,3,264,264,76.33334
6,158664,1742664,3,3,264,264,76.66666
6,158664,1795464,3,3,264,264,74.50000
6,158664,1848264,3,3,264,264,72.16666
6,158664,1901064,3,3,264,264,76.00000
6,158664,1953864,3,3,264,264,77.16666
6,158664,2006664,3,3,264,264,80.00000
6,158664,2059464,3,3,264,264,72.33334
6,211464,264,3,3,264,264,72.00000
6,211464,53064,3,3,264,264,76.50000
6,211464,105864,3,3,264,264,75.83334
6,211464,158664,3,3,264,264,74.83334
6,211464,211464,3,3,264,264,76.50000
6,211464,264264,3,3,264,264,89.16666
6,211464,317064,3,3,264,264,76.66666
6,211464,369864,3,3,264,264,76.00000
6,211464,422664,3,3,264,264,77.33334
6,211464,475464,3,3,264,264,78.16666
6,211464,528264,3,3,264,264,71.50000
6,211464,581064,3,3,264,264,74.50000
6,211464,633864,3,3,264,264,72.83334
6,211464,686664,3,3,264,264,79.00000
6,211464,739464,3,3,264,264,78.16666
6,211464,792264,3,3,264,264,83.83334
6,211464,845064,3,3,264,264,77.00000
6,211464,897864,3,3,264,264,79.33334
6,211464,950664,3,3,264,264,73.16666
6,211464,1003464,3,3,264,264,78.66666
6,211464,1056264,3,3,264,264,77.50000
6,211464,1109064,3,3,264,264,72.66666
6,211464,1161864,3,3,264,264,79.00000
6,211464,1214664,3,3,264,264,81.00000
6,211464,1267464,3,3,264,264,77.00000
6,211464,1320264,3,3,264,264,74.16666
6,211464,1373064,3,3,264,264,77.16666
6,211464,1425864,3,3,264,264,67.83334
6,211464,1478664,3,3,264,264,72.50000
6,211464,1531464,3,3,264,264,77.50000
6,211464,1584264,3,3,264,264,73.16666
6,211464,1637064,3,3,264,264,79.16666
6,211464,1689864,3,3,264,264,79.16666
6,211464,1742664,3,3,264,264,79.33334
6,211464,1795464,3,3,264,264,78.00000
6,211464,1848264,3,3,264,264,76.33334
6,211464,1901064,3,3,264,264,78.33334
6,211464,1953864,3,3,264,264,77.33334
6,211464,2006664,3,3,264,264,76.16666
6,211464,2059464,3,3,264,264,71.33334
6,264264,264,3,3,264,264,74.00000
6,264264,53064,3,3,264,264,76.00000
6,264264,105864,3,3,264,264,76.16666
6,264264,158664,3,3,264,264,75.33334
6,264264,211464,3,3,264,264,74.83334
6,264264,264264,3,3,264,264,73.83334
6,264264,317064,3,3,264,264,76.33334
6,264264,369864,3,3,264,264,75.33334
6,264264,422664,3,3,264,264,77.00000
6,264264,475464,3,3,264,264,74.00000
6,264264,528264,3,3,264,264,75.16666
6,264264,581064,3,3,264,264,73.66666
6,264264,633864,3,3,264,264,89.50000
6,264264,686664,3,3,264,264,77.33334
6,264264,739464,3,3,264,264,73.50000
6,264264,792264,3,3,264,264,80.33334
6,264264,845064,3,3,264,264,77.50000
6,264264,897864,3,3,264,264,76.66666
6,264264,950664,3,3,264,264,76.83334
6,264264,1003464,3,3,264,264,76.16666
6,264264,1056264,3,3,264,264,73.83334
6,264264,1109064,3,3,264,264,76.16666
6,264264,1161864,3,3,264,264,74.66666
6,264264,1214664,3,3,264,264,77.16666
6,264264,1267464,3,3,264,264,78.33334
6,264264,1320264,3,3,264,264,76.33334
6,264264,1373064,3,3,264,264,76.00000
6,264264,1425864,3,3,264,264,76.66666
6,264264,1478664,3,3,264,264,72.83334
6,264264,1531464,3,3,264,264,80.00000
6,264264,1584264,3,3,264,264,73.66666
6,264264,1637064,3,3,264,264,76.16666
6,264264,1689864,3,3,264,264,72.33334
6,264264,1742664,3,3,264,264,66.83334
6,264264,1795464,3,3,264,264,77.83334
6,264264,1848264,3,3,264,264,76.50000
6,264264,1901064,3,3,264,264,76.83334
6,264264,1953864,3,3,264,264,83.16666
6,264264,2006664,3,3,264,264,80.66666
6,264264,2059464,3,3,264,264,79.83334
6,317064,264,3,3,264,264,72.16666
6,317064,53064,3,3,264,264,77.16666
6,317064,105864,3,3,264,264,75.50000
6,317064,158664,3,3,264,264,77.83334
6,317064,211464,3,3,264,264,77.50000
6,317064,264264,3,3,264,264,77.50000
6,317064,317064,3,3,264,264,82.66666
6,317064,369864,3,3,264,264,79.16666
6,317064,422664,3,3,264,264,75.83334
6,317064,475464,3,3,264,264,79.00000
6,317064,528264,3,3,264,264,78.33334
6,317064,581064,3,3,264,264,75.16666
6,317064,633864,3,3,264,264,77.33334
6,317064,686664,3,3,264,264,79.50000
6,317064,739464,3,3,264,264,76.50000
6,317064,792264,3,3,264,264,77.33334
6,317064,845064,3,3,264,264,77.33334
6,317064,897864,3,3,264,264,79.66666
6,317064,950664,3,3,264,264,77.00000
6,317064,1003464,3,3,264,264,77.83334
6,317064,1056264,3,3,264,264,75.16666
6,317064,1109064,3,3,264,264,81.16666
6,317064,1161864,3,3,264,264,81.83334
6,317064,1214664,3,3,264,264,78.16666
6,317064,1267464,3,3,264,264,73.50000
6,317064,1320264,3,3,264,264,77.50000
6,317064,1373064,3,3,264,264,78.16666
6,317064,1425864,3,3,264,264,74.66666
6,317064,1478664,3,3,264,264,78.66666
6,317064,1531464,3,3,264,264,71.50000
6,317064,1584264,3,3,264,264,69.33334
6,317064,1637064,3,3,264,264,77.83334
6,317064,1689864,3,3,264,264,72.00000
6,317064,1742664,3,3,264,264,75.66666
6,317064,1795464,3,3,264,264,76.16666
6,317064,1848264,3,3,264,264,74.16666
6,317064,1901064,3,3,264,264,74.66666
6,317064,1953864,3,3,264,264,74.66666
6,317064,2006664,3,3,264,264,78.33334
6,317064,2059464,3,3,264,264,79.83334
6,369864,264,3,3,264,264,75.33334
6,369864,53064,3,3,264,264,75.50000
6,369864,105864,3,3,264,264,79.00000
6,369864,158664,3,3,264,264,77.50000
6,369864,211464,3,3,264,264,76.16666
6,369864,264264,3,3,264,264,78.50000
6,369864,317064,3,3,264,264,78.66666
6,369864,369864,3,3,264,264,74.00000
6,369864,422664,3,3,264,264,75.50000
6,369864,475464,3,3,264,264,79.66666
6,369864,528264,3,3,264,264,79.00000
6,369864,581064,3,3,264,264,72.50000
6,369864,633864,3,3,264,264,93.16666
6,369864,686664,3,3,264,264,78.16666
6,369864,739464,3,3,264,264,77.83334
6,369864,792264,3,3,264,264,71.66666
6,369864,845064,3,3,264,264,77.00000
6,369864,897864,3,3,264,264,71.83334
6,369864,950664,3,3,264,264,76.83334
6,369864,1003464,3,3,264,264,77.33334
6,369864,1056264,3,3,264,264,79.50000
6,369864,1109064,3,3,264,264,75.66666
6,369864,1161864,3,3,264,264,77.83334
6,369864,1214664,3,3,264,264,77.00000
6,369864,1267464,3,3,264,264,78.50000
6,369864,1320264,3,3,264,264,72.16666
6,369864,1373064,3,3,264,264,80.33334
6,369864,1425864,3,3,264,264,76.00000
6,369864,1478664,3,3,264,264,77.83334
6,369864,1531464,3,3,264,264,71.33334
6,369864,1584264,3,3,264,264,76.83334
6,369864,1637064,3,3,264,264,76.00000
6,369864,1689864,3,3,264,264,76.50000
6,369864,1742664,3,3,264,264,79.33334
6,369864,1795464,3,3,264,264,72.66666
6,369864,1848264,3,3,264,264,76.00000
6,369864,1901064,3,3,264,264,73.00000
6,369864,1953864,3,3,264,264,75.50000
6,369864,2006664,3,3,264,264,77.50000
6,369864,2059464,3,3,264,264,75.16666
6,422664,264,3,3,264,264,79.00000
6,422664,53064,3,3,264,264,75.50000
6,422664,105864,3,3,264,264,74.00000
6,422664,158664,3,3,264,264,74.50000
6,422664,211464,3,3,264,264,72.50000
6,422664,264264,3,3,264,264,77.66666
6,422664,317064,3,3,264,264,73.83334
6,422664,369864,3,3,264,264,79.16666
6,422664,422664,3,3,264,264,71.00000
6,422664,475464,3,3,264,264,76.16666
6,422664,528264,3,3,264,264,76.83334
6,422664,581064,3,3,264,264,78.66666
6,422664,633864,3,3,264,264,79.50000
6,422664,686664,3,3,264,264,80.66666
6,422664,739464,3,3,264,264,75.33334
6,422664,792264,3,3,264,264,77.50000
6,422664,845064,3,3,264,264,73.16666
6,422664,897864,3,3,264,264,69.83334
6,422664,950664,3,3,264,264,75.83334
6,422664,1003464,3,3,264,264,71.83334
6,422664,1056264,3,3,264,264,72.50000
6,422664,1109064,3,3,264,264,76.83334
6,422664,1161864,3,3,264,264,78.66666
6,422664,1214664,3,3,264,264,71.66666
6,422664,1267464,3,3,264,264,71.16666
6,422664,1320264,3,3,264,264,76.16666
6,422664,1373064,3,3,264,264,69.33334
6,422664,1425864,3,3,264,264,88.33334
6,422664,1478664,3,3,264,264,78.00000
6,422664,1531464,3,3,264,264,78.50000
6,422664,1584264,3,3,264,264,75.50000
6,422664,1637064,3,3,264,264,76.83334
6,422664,1689864,3,3,264,264,78.50000
6,422664,1742664,3,3,264,264,77.83334
6,422664,1795464,3,3,264,264,72.50000
6,422664,1848264,3,3,264,264,77.50000
6,422664,1901064,3,3,264,264,76.00000
6,422664,1953864,3,3,264,264,76.83334
6,422664,2006664,3,3,264,264,78.00000
6,422664,2059464,3,3,264,264,76.50000
6,475464,264,3,3,264,264,68.33334
6,475464,53064,3,3,264,264,76.66666
6,475464,105864,3,3,264,264,77.83334
6,475464,158664,3,3,264,264,78.33334
6,475464,211464,3,3,264,264,78.50000
6,475464,264264,3,3,264,264,79.66666
6,475464,317064,3,3,264,264,79.83334
6,475464,369864,3,3,264,264,73.33334
6,475464,422664,3,3,264,264,75.83334
6,475464,475464,3,3,264,264,79.16666
6,475464,528264,3,3,264,264,75.66666
6,475464,581064,3,3,264,264,72.00000
6,475464,633864,3,3,264,264,82.66666
6,475464,686664,3,3,264,264,78.16666
6,475464,739464,3,3,264,264,78.33334
6,475464,792264,3,3,264,264,74.83334
6,475464,845064,3,3,264,264,80.50000
6,475464,897864,3,3,264,264,79.00000
6,475464,950664,3,3,264,264,78.33334
6,475464,1003464,3,3,264,264,81.16666
6,475464,1056264,3,3,264,264,89.16666
6,475464,1109064,3,3,264,264,77.66666
6,475464,1161864,3,3,264,264,81.16666
6,475464,1214664,3,3,264,264,77.16666
6,475464,1267464,3,3,264,264,81.66666
6,475464,1320264,3,3,264,264,81.50000
6,475464,1373064,3,3,264,264,77.33334
6,475464,1425864,3,3,264,264,81.50000
6,475464,1478664,3,3,264,264,73.66666
6,475464,1531464,3,3,264,264,75.83334
6,475464,1584264,3,3,264,264,77.66666
6,475464,1637064,3,3,264,264,78.83334
6,475464,1689864,3,3,264,264,78.50000
6,475464,1742664,3,3,264,264,72.00000
6,475464,1795464,3,3,264,264,78.50000
6,475464,1848264,3,3,264,264,76.66666
6,475464,1901064,3,3,264,264,81.00000
6,475464,1953864,3,3,264,264,77.66666
6,475464,2006664,3,3,264,264,77.33334
6,475464,2059464,3,3,264,264,72.16666
6,528264,264,3,3,264,264,73.66666
6,528264,53064,3,3,264,264,76.66666
6,528264,105864,3,3,264,264,79.33334
6,528264,158664,3,3,264,264,74.00000
6,528264,211464,3,3,264,264,75.66666
6,528264,264264,3,3,264,264,74.66666
6,528264,317064,3,3,264,264,81.50000
6,528264,369864,3,3,264,264,81.16666
6,528264,422664,3,3,264,264,79.00000
6,528264,475464,3,3,264,264,82.16666
6,528264,528264,3,3,264,264,79.00000
6,528264,581064,3,3,264,264,83.16666
6,528264,633864,3,3,264,264,80.33334
6,528264,686664,3,3,264,264,77.33334
6,528264,739464,3,3,264,264,82.66666
6,528264,792264,3,3,264,264,79.83334
6,528264,845064,3,3,264,264,80.50000
6,528264,897864,3,3,264,264,78.66666
6,528264,950664,3,3,264,264,79.33334
6,528264,1003464,3,3,264,264,78.33334
6,528264,1056264,3,3,264,264,80.00000
6,528264,1109064,3,3,264,264,81.66666
6,528264,1161864,3,3,264,264,76.16666
6,528264,1214664,3,3,264,264,77.66666
6,528264,1267464,3,3,264,264,75.83334
6,528264,1320264,3,3,264,264,81.83334
6,528264,1373064,3,3,264,264,81.16666
6,528264,1425864,3,3,264,264,80.50000
6,528264,1478664,3,3,264,264,93.16666
6,528264,1531464,3,3,264,264,77.33334
6,528264,1584264,3,3,264,264,80.33334
6,528264,1637064,3,3,264,264,76.16666
6,528264,1689864,3,3,264,264,79.50000
6,528264,1742664,3,3,264,264,76.33334
6,528264,1795464,3,3,264,264,78.83334
6,528264,1848264,3,3,264,264,77.66666
6,528264,1901064,3,3,264,264,76.50000
6,528264,1953864,3,3,264,264,79.66666
6,528264,2006664,3,3,264,264,81.16666
6,528264,2059464,3,3,264,264,78.00000
6,581064,264,3,3,264,264,72.00000
6,581064,53064,3,3,264,264,88.66666
6,581064,105864,3,3,264,264,73.00000
6,581064,158664,3,3,264,264,73.00000
6,581064,211464,3,3,264,264,77.83334
6,581064,264264,3,3,264,264,79.16666
6,581064,317064,3,3,264,264,79.66666
6,581064,369864,3,3,264,264,72.66666
6,581064,422664,3,3,264,264,73.66666
6,581064,475464,3,3,264,264,83.50000
6,581064,528264,3,3,264,264,93.00000
6,581064,581064,3,3,264,264,85.83334
6,581064,633864,3,3,264,264,84.83334
6,581064,686664,3,3,264,264,72.83334
6,581064,739464,3,3,264,264,74.50000
6,581064,792264,3,3,264,264,78.50000
6,581064,845064,3,3,264,264,78.00000
6,581064,897864,3,3,264,264,74.50000
6,581064,950664,3,3,264,264,76.33334
6,581064,1003464,3,3,264,264,78.50000
6,581064,1056264,3,3,264,264,77.16666
6,581064,1109064,3,3,264,264,87.00000
6,581064,1161864,3,3,264,264,77.16666
6,581064,1214664,3,3,264,264,78.50000
6,581064,1267464,3,3,264,264,77.50000
6,581064,1320264,3,3,264,264,76.50000
6,581064,1373064,3,3,264,264,76.50000
6,581064,1425864,3,3,264,264,79.00000
6,581064,1478664,3,3,264,264,79.00000
6,581064,1531464,3,3,264,264,80.33334
6,581064,1584264,3,3,264,264,79.66666
6,581064,1637064,3,3,264,264,83.16666
6,581064,1689864,3,3,264,264,81.33334
6,581064,1742664,3,3,264,264,69.00000
6,581064,1795464,3,3,264,264,68.50000
6,581064,1848264,3,3,264,264,79.00000
6,581064,1901064,3,3,264,264,79.16666
6,581064,1953864,3,3,264,264,80.83334
6,581064,2006664,3,3,264,264,75.83334
6,581064,2059464,3,3,264,264,78.33334
6,633864,264,3,3,264,264,76.50000
6,633864,53064,3,3,264,264,75.33334
6,633864,105864,3,3,264,264,76.50000
6,633864,158664,3,3,264,264,80.83334
6,633864,211464,3,3,264,264,78.66666
6,633864,264264,3,3,264,264,73.66666
6,633864,317064,3,3,264,264,77.83334
6,633864,369864,3,3,264,264,71.33334
6,633864,422664,3,3,264,264,78.83334
6,633864,475464,3,3,264,264,69.00000
6,633864,528264,3,3,264,264,79.16666
6,633864,581064,3,3,264,264,79.00000
6,633864,633864,3,3,264,264,76.33334
6,633864,686664,3,3,264,264,78.00000
6,633864,739464,3,3,264,264,81.50000
6,633864,792264,3,3,264,264,72.33334
6,633864,845064,3,3,264,264,69.83334
6,633864,897864,3,3,264,264,74.50000
6,633864,950664,3,3,264,264,76.00000
6,633864,1003464,3,3,264,264,70.83334
6,633864,1056264,3,3,264,264,77.00000
6,633864,1109064,3,3,264,264,79.00000
6,633864,1161864,3,3,264,264,76.33334
6,633864,1214664,3,3,264,264,74.33334
6,633864,1267464,3,3,264,264,77.50000
6,633864,1320264,3,3,264,264,77.50000
6,633864,1373064,3,3,264,264,77.33334
6,633864,1425864,3,3,264,264,78.66666
6,633864,1478664,3,3,264,264,81.50000
6,633864,1531464,3,3,264,264,72.83334
6,633864,1584264,3,3,264,264,75.66666
6,633864,1637064,3,3,264,264,74.00000
6,633864,1689864,3,3,264,264,78.83334
6,633864,1742664,3,3,264,264,76.83334
6,633864,1795464,3,3,264,264,80.50000
6,633864,1848264,3,3,264,264,73.16666
6,633864,1901064,3,3,264,264,75.83334
6,633864,1953864,3,3,264,264,71.66666
6,633864,2006664,3,3,264,264,81.16666
6,633864,2059464,3,3,264,264,76.33334
6,686664,264,3,3,264,264,71.83334
6,686664,53064,3,3,264,264,81.83334
6,686664,105864,3,3,264,264,78.50000
6,686664,158664,3,3,264,264,82.16666
6,686664,211464,3,3,264,264,74.16666
6,686664,264264,3,3,264,264,79.33334
6,686664,317064,3,3,264,264,71.50000
6,686664,369864,3,3,264,264,75.50000
6,686664,422664,3,3,264,264,74.83334
6,686664,475464,3,3,264,264,79.33334
6,686664,528264,3,3,264,264,81.50000
6,686664,581064,3,3,264,264,80.50000
6,686664,633864,3,3,264,264,80.83334
6,686664,686664,3,3,264,264,69.83334
6,686664,739464,3,3,264,264,79.66666
6,686664,792264,3,3,264,264,88.16666
6,686664,845064,3,3,264,264,72.33334
6,686664,897864,3,3,264,264,67.83334
6,686664,950664,3,3,264,264,77.16666
6,686664,1003464,3,3,264,264,77.66666
6,686664,1056264,3,3,264,264,78.66666
6,686664,1109064,3,3,264,264,79.00000
6,686664,1161864,3,3,264,264,81.16666
6,686664,1214664,3,3,264,264,78.83334
6,686664,1267464,3,3,264,264,73.33334
6,686664,1320264,3,3,264,264,81.00000
6,686664,1373064,3,3,264,264,76.50000
6,686664,1425864,3,3,264,264,71.66666
6,686664,1478664,3,3,264,264,79.16666
6,686664,1531464,3,3,264,264,78.83334
6,686664,1584264,3,3,264,264,79.00000
6,686664,1637064,3,3,264,264,78.83334
6,686664,1689864,3,3,264,264,78.33334
6,686664,1742664,3,3,264,264,78.33334
6,686664,1795464,3,3,264,264,74.33334
6,686664,1848264,3,3,264,264,80.00000
6,686664,1901064,3,3,264,264,78.33334
6,686664,1953864,3,3,264,264,81.16666
6,686664,2006664,3,3,264,264,76.00000
6,686664,2059464,3,3,264,264,78.16666
6,739464,264,3,3,264,264,75.33334
6,739464,53064,3,3,264,264,81.00000
6,739464,105864,3,3,264,264,80.00000
6,739464,158664,3,3,264,264,76.50000
6,739464,211464,3,3,264,264,74.50000
6,739464,264264,3,3,264,264,81.16666
6,739464,317064,3,3,264,264,81.66666
6,739464,369864,3,3,264,264,77.16666
6,739464,422664,3,3,264,264,76.66666
6,739464,475464,3,3,264,264,78.66666
6,739464,528264,3,3,264,264,69.33334
6,739464,581064,3,3,264,264,74.83334
6,739464,633864,3,3,264,264,79.33334
6,739464,686664,3,3,264,264,81.00000
6,739464,739464,3,3,264,264,73.50000
6,739464,792264,3,3,264,264,82.16666
6,739464,845064,3,3,264,264,79.83334
6,739464,897864,3,3,264,264,79.00000
6,739464,950664,3,3,264,264,74.50000
6,739464,1003464,3,3,264,264,78.16666
6,739464,1056264,3,3,264,264,76.16666
6,739464,1109064,3,3,264,264,72.16666
6,739464,1161864,3,3,264,264,82.83334
6,739464,1214664,3,3,264,264,79.50000
6,739464,1267464,3,3,264,264,74.16666
6,739464,1320264,3,3,264,264,81.66666
6,739464,1373064,3,3,264,264,77.33334
6,739464,1425864,3,3,264,264,75.50000
6,739464,1478664,3,3,264,264,79.66666
6,739464,1531464,3,3,264,264,71.83334
6,739464,1584264,3,3,264,264,77.50000
6,739464,1637064,3,3,264,264,79.00000
6,739464,1689864,3,3,264,264,79.83334
6,739464,1742664,3,3,264,264,73.33334
6,739464,1795464,3,3,264,264,73.83334
6,739464,1848264,3,3,264,264,76.33334
6,739464,1901064,3,3,264,264,74.83334
6,739464,1953864,3,3,264,264,73.00000
6,739464,2006664,3,3,264,264,76.00000
6,739464,2059464,3,3,264,264,78.66666
6,792264,264,3,3,264,264,74.66666
6,792264,53064,3,3,264,264,76.66666
6,792264,105864,3,3,264,264,76.66666
6,792264,158664,3,3,264,264,80.33334
6,792264,211464,3,3,264,264,77.50000
6,792264,264264,3,3,264,264,76.33334
6,792264,317064,3,3,264,264,76.00000
6,792264,369864,3,3,264,264,78.16666
6,792264,422664,3,3,264,264,73.16666
6,792264,475464,3,3,264,264,82.50000
6,792264,528264,3,3,264,264,80.33334
6,792264,581064,3,3,264,264,80.33334
6,792264,633864,3,3,264,264,70.66666
6,792264,686664,3,3,264,264,80.00000
6,792264,739464,3,3,264,264,79.33334
6,792264,792264,3,3,264,264,79.83334
6,792264,845064,3,3,264,264,78.00000
6,792264,897864,3,3,264,264,79.33334
6,792264,950664,3,3,264,264,76.33334
6,792264,1003464,3,3,264,264,77.83334
6,792264,1056264,3,3,264,264,77.83334
6,792264,1109064,3,3,264,264,78.33334
6,792264,1161864,3,3,264,264,79.50000
6,792264,1214664,3,3,264,264,80.50000
6,792264,1267464,3,3,264,264,77.16666
6,792264,1320264,3,3,264,264,81.33334
6,792264,1373064,3,3,264,264,79.66666
6,792264,1425864,3,3,264,264,79.16666
6,792264,1478664,3,3,264,264,77.00000
6,792264,1531464,3,3,264,264,77.66666
6,792264,1584264,3,3,264,264,75.33334
6,792264,1637064,3,3,264,264,79.16666
6,792264,1689864,3,3,264,264,76.50000
6,792264,1742664,3,3,264,264,78.66666
6,792264,1795464,3,3,264,264,80.16666
6,792264,1848264,3,3,264,264,79.33334
6,792264,1901064,3,3,264,264,78.33334
6,792264,1953864,3,3,264,264,65.83334
6,792264,2006664,3,3,264,264,78.50000
6,792264,2059464,3,3,264,264,79.83334
6,845064,264,3,3,264,264,69.50000
6,845064,53064,3,3,264,264,75.50000
6,845064,105864,3,3,264,264,74.66666
6,845064,158664,3,3,264,264,78.33334
6,845064,211464,3,3,264,264,76.50000
6,845064,264264,3,3,264,264,78.16666
6,845064,317064,3,3,264,264,71.16666
6,845064,369864,3,3,264,264,77.33334
6,845064,422664,3,3,264,264,83.00000
6,845064,475464,3,3,264,264,77.33334
6,845064,528264,3,3,264,264,81.50000
6,845064,581064,3,3,264,264,78.83334
6,845064,633864,3,3,264,264,76.50000
6,845064,686664,3,3,264,264,75.16666
6,845064,739464,3,3,264,264,79.16666
6,845064,792264,3,3,264,264,78.00000
6,845064,845064,3,3,264,264,74.50000
6,845064,897864,3,3,264,264,74.83334
6,845064,950664,3,3,264,264,79.00000
6,845064,1003464,3,3,264,264,76.66666
6,845064,1056264,3,3,264,264,77.83334
6,845064,1109064,3,3,264,264,70.66666
6,845064,1161864,3,3,264,264,79.50000
6,845064,1214664,3,3,264,264,81.50000
6,845064,1267464,3,3,264,264,78.66666
6,845064,1320264,3,3,264,264,76.16666
6,845064,1373064,3,3,264,264,78.33334
6,845064,1425864,3,3,264,264,77.83334
6,845064,1478664,3,3,264,264,77.83334
6,845064,1531464,3,3,264,264,74.66666
6,845064,1584264,3,3,264,264,77.83334
6,845064,1637064,3,3,264,264,82.16666
6,845064,1689864,3,3,264,264,77.50000
6,845064,1742664,3,3,264,264,82.00000
6,845064,1795464,3,3,264,264,77.33334
6,845064,1848264,3,3,264,264,81.66666
6,845064,1901064,3,3,264,264,81.50000
6,845064,1953864,3,3,264,264,77.83334
6,845064,2006664,3,3,264,264,78.16666
6,845064,2059464,3,3,264,264,79.50000
6,897864,264,3,3,264,264,68.83334
6,897864,53064,3,3,264,264,78.16666
6,897864,105864,3,3,264,264,80.66666
6,897864,158664,3,3,264,264,72.50000
6,897864,211464,3,3,264,264,70.83334
6,897864,264264,3,3,264,264,75.00000
6,897864,317064,3,3,264,264,79.50000
6,897864,369864,3,3,264,264,76.33334
6,897864,422664,3,3,264,264,81.66666
6,897864,475464,3,3,264,264,79.83334
6,897864,528264,3,3,264,264,71.16666
6,897864,581064,3,3,264,264,77.00000
6,897864,633864,3,3,264,264,80.16666
6,897864,686664,3,3,264,264,80.16666
6,897864,739464,3,3,264,264,76.66666
6,897864,792264,3,3,264,264,75.50000
6,897864,845064,3,3,264,264,72.16666
6,897864,897864,3,3,264,264,78.00000
6,897864,950664,3,3,264,264,75.33334
6,897864,1003464,3,3,264,264,78.66666
6,897864,1056264,3,3,264,264,66.66666
6,897864,1109064,3,3,264,264,78.50000
6,897864,1161864,3,3,264,264,83.33334
6,897864,1214664,3,3,264,264,78.50000
6,897864,1267464,3,3,264,264,78.66666
6,897864,1320264,3,3,264,264,76.00000
6,897864,1373064,3,3,264,264,78.66666
6,897864,1425864,3,3,264,264,79.16666
6,897864,1478664,3,3,264,264,79.50000
6,897864,1531464,3,3,264,264,76.50000
6,897864,1584264,3,3,264,264,77.33334
6,897864,1637064,3,3,264,264,89.50000
6,897864,1689864,3,3,264,264,76.83334
6,897864,1742664,3,3,264,264,77.33334
6,897864,1795464,3,3,264,264,68.50000
6,897864,1848264,3,3,264,264,78.66666
6,897864,1901064,3,3,264,264,80.66666
