NUM_OF_CORE,MORSEL_SIZE_A,MORSEL_SIZE_B,colsA,colsB,recSizeA,recSizeB,TimeTaken
2,369864,1425864,3,3,264,264,206.50000
2,369864,1478664,3,3,264,264,197.50000
2,369864,1531464,3,3,264,264,183.00000
2,369864,1584264,3,3,264,264,180.00000
2,369864,1637064,3,3,264,264,187.00000
2,369864,1689864,3,3,264,264,199.50000
2,369864,1742664,3,3,264,264,171.50000
2,369864,1795464,3,3,264,264,190.00000
2,369864,1848264,3,3,264,264,184.50000
2,369864,1901064,3,3,264,264,169.00000
2,369864,1953864,3,3,264,264,169.50000
2,369864,2006664,3,3,264,264,193.00000
2,369864,2059464,3,3,264,264,208.00000
2,422664,264,3,3,264,264,190.00000
2,422664,53064,3,3,264,264,203.50000
2,422664,105864,3,3,264,264,204.50000
2,422664,158664,3,3,264,264,187.00000
2,422664,211464,3,3,264,264,192.00000
2,422664,264264,3,3,264,264,182.50000
2,422664,317064,3,3,264,264,162.50000
2,422664,369864,3,3,264,264,177.50000
2,422664,422664,3,3,264,264,183.00000
2,422664,475464,3,3,264,264,186.50000
2,422664,528264,3,3,264,264,204.50000
2,422664,581064,3,3,264,264,203.00000
2,422664,633864,3,3,264,264,195.00000
2,422664,686664,3,3,264,264,214.50000
2,422664,739464,3,3,264,264,192.50000
2,422664,792264,3,3,264,264,186.00000
2,422664,845064,3,3,264,264,188.50000
2,422664,897864,3,3,264,264,185.50000
2,422664,950664,3,3,264,264,199.00000
2,422664,1003464,3,3,264,264,177.50000
2,422664,1056264,3,3,264,264,220.00000
2,422664,1109064,3,3,264,264,160.50000
2,422664,1161864,3,3,264,264,186.00000
2,422664,1214664,3,3,264,264,206.50000
2,422664,1267464,3,3,264,264,203.00000
2,422664,1320264,3,3,264,264,203.00000
2,422664,1373064,3,3,264,264,187.00000
2,422664,1425864,3,3,264,264,188.00000
2,422664,1478664,3,3,264,264,211.50000
2,422664,1531464,3,3,264,264,171.50000
2,422664,1584264,3,3,264,264,192.00000
2,422664,1637064,3,3,264,264,188.00000
2,422664,1689864,3,3,264,264,202.50000
2,422664,1742664,3,3,264,264,185.00000
2,422664,1795464,3,3,264,264,174.50000
2,422664,1848264,3,3,264,264,185.50000
2,422664,1901064,3,3,264,264,195.50000
2,422664,1953864,3,3,264,264,173.50000
2,422664,2006664,3,3,264,264,200.00000
2,422664,2059464,3,3,264,264,190.50000
2,475464,264,3,3,264,264,191.00000
2,475464,53064,3,3,264,264,182.00000
2,475464,105864,3,3,264,264,191.00000
2,475464,158664,3,3,264,264,181.00000
2,475464,211464,3,3,264,264,183.50000
2,475464,264264,3,3,264,264,199.00000
2,475464,317064,3,3,264,264,195.00000
2,475464,369864,3,3,264,264,201.00000
2,475464,422664,3,3,264,264,200.50000
2,475464,475464,3,3,264,264,199.00000
2,475464,528264,3,3,264,264,207.50000
2,475464,581064,3,3,264,264,201.50000
2,475464,633864,3,3,264,264,209.50000
2,475464,686664,3,3,264,264,210.00000
2,475464,739464,3,3,264,264,166.50000
2,475464,792264,3,3,264,264,185.00000
2,475464,845064,3,3,264,264,195.50000
2,475464,897864,3,3,264,264,194.50000
2,475464,950664,3,3,264,264,198.00000
2,475464,1003464,3,3,264,264,195.00000
2,475464,1056264,3,3,264,264,213.00000
2,475464,1109064,3,3,264,264,201.00000
2,475464,1161864,3,3,264,264,206.50000
2,475464,1214664,3,3,264,264,187.00000
2,475464,1267464,3,3,264,264,194.00000
2,475464,1320264,3,3,264,264,193.50000
2,475464,1373064,3,3,264,264,215.00000
2,475464,1425864,3,3,264,264,182.50000
2,475464,1478664,3,3,264,264,222.50000
2,475464,1531464,3,3,264,264,210.50000
2,475464,1584264,3,3,264,264,172.50000
2,475464,1637064,3,3,264,264,214.00000
2,475464,1689864,3,3,264,264,195.50000
2,475464,1742664,3,3,264,264,180.50000
2,475464,1795464,3,3,264,264,196.00000
2,475464,1848264,3,3,264,264,198.50000
2,475464,1901064,3,3,264,264,206.00000
2,475464,1953864,3,3,264,264,191.00000
2,475464,2006664,3,3,264,264,197.50000
2,475464,2059464,3,3,264,264,202.50000
2,528264,264,3,3,264,264,191.00000
2,528264,53064,3,3,264,264,165.00000
2,528264,105864,3,3,264,264,194.50000
2,528264,158664,3,3,264,264,191.50000
2,528264,211464,3,3,264,264,209.00000
2,528264,264264,3,3,264,264,205.50000
2,528264,317064,3,3,264,264,168.50000
2,528264,369864,3,3,264,264,210.50000
2,528264,422664,3,3,264,264,167.00000
2,528264,475464,3,3,264,264,176.00000
2,528264,528264,3,3,264,264,173.50000
2,528264,581064,3,3,264,264,191.00000
2,528264,633864,3,3,264,264,179.50000
2,528264,686664,3,3,264,264,196.00000
2,528264,739464,3,3,264,264,208.50000
2,528264,792264,3,3,264,264,189.50000
2,528264,845064,3,3,264,264,208.00000
2,528264,897864,3,3,264,264,172.00000
2,528264,950664,3,3,264,264,174.00000
2,528264,1003464,3,3,264,264,198.50000
2,528264,1056264,3,3,264,264,189.50000
2,528264,1109064,3,3,264,264,194.50000
2,528264,1161864,3,3,264,264,175.50000
2,528264,1214664,3,3,264,264,214.00000
2,528264,1267464,3,3,264,264,210.50000
2,528264,1320264,3,3,264,264,217.50000
2,528264,1373064,3,3,264,264,179.00000
2,528264,1425864,3,3,264,264,192.00000
2,528264,1478664,3,3,264,264,185.00000
2,528264,1531464,3,3,264,264,199.00000
2,528264,1584264,3,3,264,264,176.50000
2,528264,1637064,3,3,264,264,207.50000
2,528264,1689864,3,3,264,264,193.00000
2,528264,1742664,3,3,264,264,210.50000
2,528264,1795464,3,3,264,264,196.50000
2,528264,1848264,3,3,264,264,172.50000
2,528264,1901064,3,3,264,264,212.50000
2,528264,1953864,3,3,264,264,194.00000
2,528264,2006664,3,3,264,264,212.50000
2,528264,2059464,3,3,264,264,173.50000
2,581064,264,3,3,264,264,200.50000
2,581064,53064,3,3,264,264,199.50000
2,581064,105864,3,3,264,264,187.50000
2,581064,158664,3,3,264,264,200.50000
2,581064,211464,3,3,264,264,205.00000
2,581064,264264,3,3,264,264,211.00000
2,581064,317064,3,3,264,264,197.00000
2,581064,369864,3,3,264,264,208.00000
2,581064,422664,3,3,264,264,201.00000
2,581064,475464,3,3,264,264,211.50000
2,581064,528264,3,3,264,264,191.00000
2,581064,581064,3,3,264,264,191.00000
2,581064,633864,3,3,264,264,184.00000
2,581064,686664,3,3,264,264,193.00000
2,581064,739464,3,3,264,264,191.00000
2,581064,792264,3,3,264,264,182.50000
2,581064,845064,3,3,264,264,172.50000
2,581064,897864,3,3,264,264,192.00000
2,581064,950664,3,3,264,264,186.00000
2,581064,1003464,3,3,264,264,183.00000
2,581064,1056264,3,3,264,264,186.00000
2,581064,1109064,3,3,264,264,194.00000
2,581064,1161864,3,3,264,264,171.50000
2,581064,1214664,3,3,264,264,201.00000
2,581064,1267464,3,3,264,264,187.00000
2,581064,1320264,3,3,264,264,173.50000
2,581064,1373064,3,3,264,264,205.00000
2,581064,1425864,3,3,264,264,201.00000
2,581064,1478664,3,3,264,264,288.50000
2,581064,1531464,3,3,264,264,210.00000
2,581064,1584264,3,3,264,264,196.50000
2,581064,1637064,3,3,264,264,216.50000
2,581064,1689864,3,3,264,264,215.00000
2,581064,1742664,3,3,264,264,208.00000
2,581064,1795464,3,3,264,264,220.00000
2,581064,1848264,3,3,264,264,203.00000
2,581064,1901064,3,3,264,264,212.00000
2,581064,1953864,3,3,264,264,181.50000
2,581064,2006664,3,3,264,264,193.50000
2,581064,2059464,3,3,264,264,198.00000
2,633864,264,3,3,264,264,185.50000
2,633864,53064,3,3,264,264,208.50000
2,633864,105864,3,3,264,264,199.00000
2,633864,158664,3,3,264,264,205.50000
2,633864,211464,3,3,264,264,223.50000
2,633864,264264,3,3,264,264,196.50000
2,633864,317064,3,3,264,264,206.50000
2,633864,369864,3,3,264,264,196.00000
2,633864,422664,3,3,264,264,217.50000
2,633864,475464,3,3,264,264,155.50000
2,633864,528264,3,3,264,264,198.00000
2,633864,581064,3,3,264,264,202.50000
2,633864,633864,3,3,264,264,213.00000
2,633864,686664,3,3,264,264,179.00000
2,633864,739464,3,3,264,264,183.50000
2,633864,792264,3,3,264,264,182.00000
2,633864,845064,3,3,264,264,193.00000
2,633864,897864,3,3,264,264,198.00000
2,633864,950664,3,3,264,264,201.00000
2,633864,1003464,3,3,264,264,202.00000
2,633864,1056264,3,3,264,264,189.50000
2,633864,1109064,3,3,264,264,188.50000
2,633864,1161864,3,3,264,264,192.00000
2,633864,1214664,3,3,264,264,216.50000
2,633864,1267464,3,3,264,264,195.50000
2,633864,1320264,3,3,264,264,196.00000
2,633864,1373064,3,3,264,264,202.00000
2,633864,1425864,3,3,264,264,203.00000
2,633864,1478664,3,3,264,264,205.50000
2,633864,1531464,3,3,264,264,198.50000
2,633864,1584264,3,3,264,264,201.00000
2,633864,1637064,3,3,264,264,188.50000
2,633864,1689864,3,3,264,264,191.00000
2,633864,1742664,3,3,264,264,173.00000
2,633864,1795464,3,3,264,264,197.00000
2,633864,1848264,3,3,264,264,180.00000
2,633864,1901064,3,3,264,264,184.00000
2,633864,1953864,3,3,264,264,189.50000
2,633864,2006664,3,3,264,264,220.00000
2,633864,2059464,3,3,264,264,204.00000
2,686664,264,3,3,264,264,183.00000
2,686664,53064,3,3,264,264,211.00000
2,686664,105864,3,3,264,264,183.00000
2,686664,158664,3,3,264,264,210.50000
2,686664,211464,3,3,264,264,216.00000
2,686664,264264,3,3,264,264,179.00000
2,686664,317064,3,3,264,264,182.00000
2,686664,369864,3,3,264,264,190.00000
2,686664,422664,3,3,264,264,181.50000
2,686664,475464,3,3,264,264,207.00000
2,686664,528264,3,3,264,264,168.50000
2,686664,581064,3,3,264,264,206.00000
2,686664,633864,3,3,264,264,208.00000
2,686664,686664,3,3,264,264,196.00000
2,686664,739464,3,3,264,264,161.50000
2,686664,792264,3,3,264,264,207.00000
2,686664,845064,3,3,264,264,181.00000
2,686664,897864,3,3,264,264,219.50000
2,686664,950664,3,3,264,264,188.50000
2,686664,1003464,3,3,264,264,184.00000
2,686664,1056264,3,3,264,264,174.50000
2,686664,1109064,3,3,264,264,202.50000
2,686664,1161864,3,3,264,264,183.50000
2,686664,1214664,3,3,264,264,204.50000
2,686664,1267464,3,3,264,264,204.00000
2,686664,1320264,3,3,264,264,214.50000
2,686664,1373064,3,3,264,264,185.50000
2,686664,1425864,3,3,264,264,198.50000
2,686664,1478664,3,3,264,264,198.50000
2,686664,1531464,3,3,264,264,183.00000
2,686664,1584264,3,3,264,264,212.50000
2,686664,1637064,3,3,264,264,217.00000
2,686664,1689864,3,3,264,264,188.00000
2,686664,1742664,3,3,264,264,194.50000
2,686664,1795464,3,3,264,264,188.00000
2,686664,1848264,3,3,264,264,205.00000
2,686664,1901064,3,3,264,264,195.00000
2,686664,1953864,3,3,264,264,151.50000
2,686664,2006664,3,3,264,264,182.00000
2,686664,2059464,3,3,264,264,182.50000
2,739464,264,3,3,264,264,197.00000
2,739464,53064,3,3,264,264,198.00000
2,739464,105864,3,3,264,264,192.00000
2,739464,158664,3,3,264,264,193.00000
2,739464,211464,3,3,264,264,194.00000
2,739464,264264,3,3,264,264,181.50000
2,739464,317064,3,3,264,264,202.50000
2,739464,369864,3,3,264,264,193.50000
2,739464,422664,3,3,264,264,189.00000
2,739464,475464,3,3,264,264,195.00000
2,739464,528264,3,3,264,264,190.50000
2,739464,581064,3,3,264,264,192.50000
2,739464,633864,3,3,264,264,191.00000
2,739464,686664,3,3,264,264,210.00000
2,739464,739464,3,3,264,264,155.00000
2,739464,792264,3,3,264,264,211.50000
2,739464,845064,3,3,264,264,193.50000
2,739464,897864,3,3,264,264,200.50000
2,739464,950664,3,3,264,264,197.00000
2,739464,1003464,3,3,264,264,202.00000
2,739464,1056264,3,3,264,264,213.00000
2,739464,1109064,3,3,264,264,202.00000
2,739464,1161864,3,3,264,264,181.50000
2,739464,1214664,3,3,264,264,218.00000
2,739464,1267464,3,3,264,264,190.50000
2,739464,1320264,3,3,264,264,188.00000
2,739464,1373064,3,3,264,264,215.00000
2,739464,1425864,3,3,264,264,190.00000
2,739464,1478664,3,3,264,264,192.50000
2,739464,1531464,3,3,264,264,209.50000
2,739464,1584264,3,3,264,264,173.50000
2,739464,1637064,3,3,264,264,189.00000
2,739464,1689864,3,3,264,264,203.50000
2,739464,1742664,3,3,264,264,194.50000
2,739464,1795464,3,3,264,264,190.50000
2,739464,1848264,3,3,264,264,190.50000
2,739464,1901064,3,3,264,264,184.50000
2,739464,1953864,3,3,264,264,197.50000
2,739464,2006664,3,3,264,264,202.00000
2,739464,2059464,3,3,264,264,167.00000
2,792264,264,3,3,264,264,179.50000
2,792264,53064,3,3,264,264,185.00000
2,792264,105864,3,3,264,264,189.00000
2,792264,158664,3,3,264,264,206.50000
2,792264,211464,3,3,264,264,185.00000
2,792264,264264,3,3,264,264,193.50000
2,792264,317064,3,3,264,264,201.50000
2,792264,369864,3,3,264,264,177.00000
2,792264,422664,3,3,264,264,209.50000
2,792264,475464,3,3,264,264,190.50000
2,792264,528264,3,3,264,264,196.50000
2,792264,581064,3,3,264,264,202.50000
2,792264,633864,3,3,264,264,206.50000
2,792264,686664,3,3,264,264,192.50000
2,792264,739464,3,3,264,264,180.00000
2,792264,792264,3,3,264,264,197.50000
2,792264,845064,3,3,264,264,210.00000
2,792264,897864,3,3,264,264,192.50000
2,792264,950664,3,3,264,264,190.00000
2,792264,1003464,3,3,264,264,172.00000
2,792264,1056264,3,3,264,264,186.50000
2,792264,1109064,3,3,264,264,212.00000
2,792264,1161864,3,3,264,264,185.00000
2,792264,1214664,3,3,264,264,178.00000
2,792264,1267464,3,3,264,264,200.00000
2,792264,1320264,3,3,264,264,174.00000
2,792264,1373064,3,3,264,264,211.00000
2,792264,1425864,3,3,264,264,204.50000
2,792264,1478664,3,3,264,264,192.50000
2,792264,1531464,3,3,264,264,174.00000
2,792264,1584264,3,3,264,264,205.50000
2,792264,1637064,3,3,264,264,192.50000
2,792264,1689864,3,3,264,264,193.00000
2,792264,1742664,3,3,264,264,200.00000
2,792264,1795464,3,3,264,264,200.00000
2,792264,1848264,3,3,264,264,179.00000
2,792264,1901064,3,3,264,264,206.00000
2,792264,1953864,3,3,264,264,187.50000
2,792264,2006664,3,3,264,264,164.00000
2,792264,2059464,3,3,264,264,202.00000
2,845064,264,3,3,264,264,201.00000
2,845064,53064,3,3,264,264,203.00000
2,845064,105864,3,3,264,264,209.50000
2,845064,158664,3,3,264,264,189.00000
